crop,season,soil_moisture_pct,temperature,rainfall_forecast_mm,irrigation_needed,water_liters_per_sqm,irrigation_schedule
mango,Rabi,43.2,29.03,14.6,Yes,13.12,Every 4-6 days
kidneybeans,Kharif,53.4,31.09,3.1,Yes,13.52,Every 4-6 days
mungbean,Rabi,53.9,26.13,84.2,No,0.0,Every 4-6 days
mungbean,Rabi,48.9,26.65,89.3,No,0.0,Every 4-6 days
pomegranate,Zaid,29.9,31.64,55.7,No,0.0,Every 4-6 days
mungbean,Rabi,26.6,29.67,61.2,No,0.0,Every 4-6 days
blackgram,Rabi,55.4,24.59,17.1,Yes,10.16,Every 4-6 days
blackgram,Rabi,26.6,31.58,65.6,No,0.0,Every 4-6 days
coffee,Kharif,56.9,38.01,35.8,Yes,11.21,Every 4-6 days
maize,Kharif,36.2,27.01,60.4,No,0.0,Every 4-6 days
banana,Zaid,38.9,29.5,27.7,Yes,16.66,Every 1-3 days
kidneybeans,Rabi,29.7,36.01,90.8,No,0.0,Every 4-6 days
coffee,Zaid,50.2,20.57,109.6,No,0.0,Every 4-6 days
papaya,Kharif,46.5,22.19,29.9,Yes,10.22,Every 4-6 days
mothbeans,Kharif,43.9,25.42,33.6,Yes,12.81,Every 4-6 days
grapes,Kharif,59.0,31.51,42.6,No,0.0,Every 4-6 days
jute,Kharif,26.0,27.98,111.2,No,0.0,Every 1-3 days
pomegranate,Kharif,42.8,27.68,35.2,Yes,12.33,Every 4-6 days
pigeonpeas,Kharif,43.1,21.64,39.3,Yes,10.2,Every 4-6 days
maize,Rabi,45.5,26.67,95.0,No,0.0,Every 4-6 days
apple,Kharif,71.3,31.13,21.3,Yes,11.49,Every 4-6 days
pigeonpeas,Zaid,62.7,23.14,78.3,No,0.0,Every 4-6 days
lentil,Zaid,41.5,34.67,36.6,Yes,13.36,Every 4-6 days
coconut,Zaid,54.1,22.4,111.9,No,0.0,Every 4-6 days
chickpea,Zaid,58.5,31.49,13.6,Yes,11.78,Every 4-6 days
banana,Kharif,32.6,35.22,42.5,No,0.0,Every 1-3 days
chickpea,Rabi,35.9,29.54,44.8,No,0.0,Every 4-6 days
banana,Kharif,45.7,26.8,43.2,No,0.0,Every 1-3 days
lentil,Rabi,38.6,35.61,37.2,Yes,13.8,Every 4-6 days
jute,Zaid,40.3,21.35,27.6,Yes,16.21,Every 1-3 days
grapes,Zaid,38.8,21.23,117.6,No,0.0,Every 4-6 days
apple,Kharif,37.0,33.42,16.9,Yes,13.62,Every 4-6 days
mango,Rabi,36.7,43.08,75.0,No,0.0,Every 4-6 days
muskmelon,Kharif,78.3,30.89,41.1,No,0.0,Every 4-6 days
jute,Kharif,37.1,20.9,27.0,Yes,14.63,Every 1-3 days
watermelon,Kharif,40.6,27.47,26.9,Yes,16.41,Every 1-3 days
lentil,Zaid,38.6,27.04,7.0,Yes,13.62,Every 4-6 days
apple,Zaid,34.2,31.66,77.1,No,0.0,Every 4-6 days
maize,Kharif,50.3,22.89,7.5,Yes,10.04,Every 4-6 days
banana,Kharif,23.9,22.37,29.4,Yes,15.31,Every 1-3 days
apple,Kharif,34.8,23.79,30.8,Yes,12.9,Every 4-6 days
papaya,Kharif,47.1,30.03,27.8,Yes,10.74,Every 4-6 days
kidneybeans,Kharif,29.1,28.02,38.6,Yes,12.56,Every 4-6 days
chickpea,Kharif,56.5,31.37,44.2,No,0.0,Every 4-6 days
rice,Kharif,68.6,25.33,99.2,No,0.0,Every 4-6 days
jute,Rabi,48.0,33.18,54.7,No,0.0,Every 1-3 days
lentil,Zaid,39.6,34.4,27.5,Yes,14.23,Every 4-6 days
grapes,Rabi,52.3,27.98,89.2,No,0.0,Every 4-6 days
coconut,Rabi,72.3,28.4,31.7,Yes,8.79,Every 4-6 days
grapes,Kharif,66.0,28.9,101.3,No,0.0,Every 4-6 days
banana,Kharif,42.4,27.55,126.5,No,0.0,Every 4-6 days
blackgram,Kharif,91.7,35.01,43.2,No,0.0,Every 4-6 days
pigeonpeas,Rabi,36.3,33.53,56.4,No,0.0,Every 4-6 days
lentil,Zaid,13.5,26.27,29.4,Yes,14.77,Every 4-6 days
mango,Kharif,14.9,31.06,69.4,No,0.0,Every 4-6 days
grapes,Zaid,28.1,25.6,71.7,No,0.0,Every 4-6 days
maize,Zaid,36.3,25.93,144.9,No,0.0,Every 4-6 days
watermelon,Rabi,35.8,21.98,67.8,No,0.0,Every 1-3 days
orange,Rabi,38.0,24.51,25.2,Yes,12.79,Every 4-6 days
pigeonpeas,Rabi,42.0,27.83,32.4,Yes,12.79,Every 4-6 days
blackgram,Kharif,59.0,23.44,33.2,Yes,10.5,Every 4-6 days
coconut,Rabi,47.0,25.3,64.5,No,0.0,Every 4-6 days
rice,Zaid,63.2,23.6,19.4,Yes,14.14,Every 4-6 days
coffee,Rabi,60.1,24.67,48.0,No,0.0,Every 4-6 days
jute,Zaid,76.8,27.44,71.0,No,0.0,Every 4-6 days
muskmelon,Zaid,56.9,22.48,17.2,Yes,13.92,Every 1-3 days
apple,Kharif,29.7,25.0,61.4,No,0.0,Every 4-6 days
muskmelon,Rabi,61.0,16.84,29.3,Yes,14.04,Every 4-6 days
orange,Zaid,5.3,30.22,45.5,No,0.0,Every 1-3 days
papaya,Kharif,47.0,22.91,11.0,Yes,10.9,Every 4-6 days
blackgram,Rabi,28.6,23.52,16.0,Yes,12.15,Every 4-6 days
watermelon,Rabi,16.9,21.25,43.5,No,0.0,Every 1-3 days
jute,Rabi,42.7,29.17,32.2,Yes,16.69,Every 1-3 days
mungbean,Kharif,59.2,30.8,17.9,Yes,11.31,Every 4-6 days
orange,Zaid,49.7,23.8,41.3,No,0.0,Every 4-6 days
jute,Kharif,39.9,30.66,22.2,Yes,19.5,Every 1-3 days
apple,Rabi,71.8,32.45,182.1,No,0.0,Every 7-10 days
cotton,Rabi,5.0,17.59,12.4,Yes,12.16,Every 4-6 days
jute,Zaid,60.0,31.41,8.9,Yes,17.15,Every 1-3 days
grapes,Rabi,37.6,24.16,13.9,Yes,14.98,Every 4-6 days
mungbean,Zaid,44.3,26.43,50.7,No,0.0,Every 4-6 days
chickpea,Zaid,39.7,39.5,25.4,Yes,12.79,Every 1-3 days
mango,Rabi,43.8,30.23,45.8,No,0.0,Every 4-6 days
rice,Zaid,50.5,26.27,75.9,No,0.0,Every 4-6 days
chickpea,Kharif,32.6,35.16,31.7,Yes,14.53,Every 4-6 days
watermelon,Zaid,39.7,28.32,26.3,Yes,18.8,Every 1-3 days
watermelon,Rabi,54.9,27.78,17.6,Yes,16.61,Every 1-3 days
maize,Kharif,43.0,29.09,15.8,Yes,12.32,Every 4-6 days
mothbeans,Kharif,32.9,24.68,38.7,Yes,11.39,Every 4-6 days
jute,Kharif,64.2,28.86,74.5,No,0.0,Every 4-6 days
watermelon,Kharif,37.1,15.59,11.0,Yes,12.3,Every 1-3 days
orange,Rabi,80.1,36.7,17.3,Yes,11.02,Every 4-6 days
mungbean,Rabi,38.4,27.3,15.0,Yes,13.14,Every 4-6 days
maize,Rabi,67.9,10.39,93.6,No,0.0,Every 7-10 days
coconut,Kharif,37.4,26.26,47.1,No,0.0,Every 4-6 days
blackgram,Zaid,56.6,41.58,26.8,Yes,14.75,Every 4-6 days
blackgram,Zaid,43.8,35.43,33.7,Yes,12.55,Every 4-6 days
mothbeans,Rabi,62.8,30.34,32.8,Yes,8.57,Every 4-6 days
kidneybeans,Rabi,43.3,27.01,79.5,No,0.0,Every 4-6 days
lentil,Zaid,61.2,25.13,15.5,Yes,12.06,Every 4-6 days
banana,Zaid,54.6,35.54,69.4,No,0.0,Every 1-3 days
lentil,Rabi,30.4,24.48,28.2,Yes,11.85,Every 4-6 days
maize,Kharif,15.2,26.37,177.1,No,0.0,Every 4-6 days
papaya,Rabi,50.2,25.04,33.7,Yes,12.18,Every 4-6 days
mungbean,Zaid,61.5,33.32,42.1,No,0.0,Every 4-6 days
muskmelon,Kharif,73.8,28.23,142.7,No,0.0,Every 4-6 days
jute,Rabi,44.1,28.98,74.7,No,0.0,Every 1-3 days
chickpea,Kharif,11.1,13.54,43.4,No,0.0,Every 4-6 days
grapes,Kharif,26.9,19.21,46.7,No,0.0,Every 4-6 days
apple,Rabi,28.8,26.85,19.6,Yes,12.2,Every 4-6 days
papaya,Rabi,39.2,24.08,57.1,No,0.0,Every 4-6 days
apple,Kharif,33.2,28.51,46.2,No,0.0,Every 4-6 days
jute,Zaid,23.6,28.05,46.7,No,0.0,Every 1-3 days
watermelon,Rabi,64.0,29.23,91.0,No,0.0,Every 4-6 days
papaya,Zaid,43.5,34.49,10.3,Yes,13.65,Every 4-6 days
blackgram,Zaid,73.6,27.08,4.0,Yes,9.97,Every 4-6 days
cotton,Kharif,50.8,29.36,109.4,No,0.0,Every 4-6 days
banana,Kharif,32.9,19.62,11.5,Yes,16.52,Every 1-3 days
grapes,Kharif,53.3,25.63,45.9,No,0.0,Every 4-6 days
papaya,Kharif,53.7,36.55,25.7,Yes,13.8,Every 4-6 days
papaya,Zaid,58.4,28.02,15.4,Yes,9.54,Every 4-6 days
jute,Zaid,46.5,29.06,60.1,No,0.0,Every 1-3 days
orange,Rabi,56.5,29.88,48.1,No,0.0,Every 4-6 days
mothbeans,Zaid,52.0,35.12,16.7,Yes,13.22,Every 4-6 days
apple,Zaid,54.8,24.99,53.2,No,0.0,Every 4-6 days
cotton,Kharif,46.8,29.1,77.8,No,0.0,Every 4-6 days
coconut,Kharif,59.2,25.85,14.5,Yes,9.83,Every 4-6 days
coconut,Rabi,26.7,26.82,73.7,No,0.0,Every 4-6 days
maize,Rabi,62.9,21.97,77.6,No,0.0,Every 4-6 days
papaya,Rabi,18.6,17.06,132.8,No,0.0,Every 4-6 days
jute,Zaid,33.8,32.95,41.9,No,0.0,Every 1-3 days
mango,Zaid,60.0,31.95,50.5,No,0.0,Every 4-6 days
jute,Rabi,5.0,31.48,20.5,Yes,20.72,Every 1-3 days
mungbean,Rabi,30.9,36.3,5.5,Yes,14.4,Every 1-3 days
chickpea,Zaid,16.3,27.0,46.5,No,0.0,Every 4-6 days
pomegranate,Zaid,14.9,32.2,38.2,Yes,14.93,Every 1-3 days
chickpea,Rabi,31.3,31.39,42.9,No,0.0,Every 4-6 days
jute,Zaid,14.2,29.84,89.6,No,0.0,Every 1-3 days
banana,Rabi,47.2,23.9,38.1,Yes,14.89,Every 1-3 days
mango,Zaid,46.6,26.36,89.1,No,0.0,Every 4-6 days
cotton,Rabi,59.2,24.85,19.1,Yes,10.29,Every 4-6 days
coconut,Kharif,52.0,18.7,41.9,No,0.0,Every 4-6 days
muskmelon,Zaid,29.3,26.86,24.0,Yes,18.03,Every 1-3 days
watermelon,Zaid,45.9,26.93,39.6,Yes,14.69,Every 1-3 days
orange,Rabi,71.2,30.92,33.1,Yes,10.71,Every 4-6 days
banana,Rabi,43.1,19.82,66.9,No,0.0,Every 4-6 days
mungbean,Kharif,51.2,27.57,83.8,No,0.0,Every 4-6 days
grapes,Rabi,42.5,25.35,44.6,No,0.0,Every 4-6 days
rice,Rabi,21.6,30.07,59.9,No,0.0,Every 1-3 days
blackgram,Rabi,44.6,32.34,25.3,Yes,12.46,Every 4-6 days
mungbean,Kharif,42.8,28.2,55.4,No,0.0,Every 4-6 days
banana,Kharif,53.2,29.73,92.3,No,0.0,Every 4-6 days
mothbeans,Zaid,25.7,30.34,60.3,No,0.0,Every 4-6 days
mango,Zaid,37.2,21.71,87.4,No,0.0,Every 4-6 days
grapes,Rabi,42.1,30.08,77.4,No,0.0,Every 4-6 days
muskmelon,Zaid,54.2,27.91,47.1,No,0.0,Every 1-3 days
jute,Zaid,44.5,25.86,13.0,Yes,15.96,Every 1-3 days
mothbeans,Rabi,63.1,23.0,21.6,Yes,9.08,Every 4-6 days
papaya,Zaid,67.9,23.54,39.3,Yes,8.68,Every 4-6 days
rice,Zaid,26.7,28.78,105.1,No,0.0,Every 1-3 days
apple,Kharif,36.3,31.65,33.8,Yes,11.9,Every 4-6 days
coconut,Zaid,37.1,31.73,3.5,Yes,13.52,Every 4-6 days
coffee,Zaid,48.3,31.02,154.3,No,0.0,Every 4-6 days
blackgram,Kharif,49.5,30.2,6.9,Yes,12.46,Every 4-6 days
grapes,Kharif,52.6,14.92,29.0,Yes,9.28,Every 4-6 days
pomegranate,Zaid,60.3,27.63,89.1,No,0.0,Every 4-6 days
cotton,Zaid,50.7,31.14,81.9,No,0.0,Every 4-6 days
banana,Rabi,42.8,24.43,69.9,No,0.0,Every 1-3 days
mango,Zaid,81.2,22.23,44.3,No,0.0,Every 7-10 days
muskmelon,Rabi,33.1,23.65,106.1,No,0.0,Every 4-6 days
mango,Zaid,44.0,28.95,10.9,Yes,12.1,Every 4-6 days
orange,Zaid,39.5,34.55,14.8,Yes,11.77,Every 4-6 days
kidneybeans,Rabi,57.6,31.37,21.0,Yes,10.12,Every 4-6 days
coconut,Zaid,55.5,29.93,11.9,Yes,12.98,Every 4-6 days
pigeonpeas,Zaid,46.4,37.82,20.9,Yes,14.75,Every 4-6 days
apple,Zaid,45.5,27.35,35.9,Yes,12.1,Every 4-6 days
mothbeans,Kharif,44.0,30.26,8.5,Yes,13.1,Every 4-6 days
coffee,Rabi,36.9,24.0,57.4,No,0.0,Every 4-6 days
rice,Kharif,32.8,35.22,113.2,No,0.0,Every 1-3 days
lentil,Rabi,53.0,35.3,56.9,No,0.0,Every 4-6 days
muskmelon,Kharif,50.1,23.78,25.9,Yes,13.81,Every 1-3 days
blackgram,Rabi,54.5,22.89,88.5,No,0.0,Every 4-6 days
kidneybeans,Zaid,40.2,28.53,62.4,No,0.0,Every 4-6 days
grapes,Zaid,51.2,36.27,53.1,No,0.0,Every 4-6 days
pigeonpeas,Rabi,73.4,30.14,40.8,No,0.0,Every 4-6 days
mango,Kharif,64.3,24.79,29.4,Yes,9.04,Every 4-6 days
mothbeans,Rabi,49.4,32.8,85.1,No,0.0,Every 4-6 days
muskmelon,Zaid,56.6,35.84,72.9,No,0.0,Every 1-3 days
mango,Kharif,32.5,30.49,70.8,No,0.0,Every 4-6 days
pigeonpeas,Rabi,5.0,22.58,8.8,Yes,14.65,Every 1-3 days
mothbeans,Rabi,64.0,30.4,17.8,Yes,11.77,Every 4-6 days
grapes,Kharif,22.6,18.44,20.4,Yes,13.79,Every 4-6 days
coconut,Rabi,64.1,23.75,43.6,No,0.0,Every 4-6 days
coconut,Kharif,47.1,27.01,53.9,No,0.0,Every 4-6 days
pigeonpeas,Rabi,38.4,26.28,69.3,No,0.0,Every 4-6 days
coffee,Kharif,10.6,24.14,24.8,Yes,14.4,Every 4-6 days
mango,Rabi,55.4,29.56,9.9,Yes,10.45,Every 4-6 days
mungbean,Kharif,50.5,31.04,40.6,No,0.0,Every 4-6 days
coffee,Kharif,42.3,32.91,76.4,No,0.0,Every 4-6 days
blackgram,Kharif,52.2,33.2,9.8,Yes,14.12,Every 4-6 days
muskmelon,Kharif,21.2,15.87,20.1,Yes,16.05,Every 1-3 days
coffee,Zaid,17.8,28.72,121.9,No,0.0,Every 4-6 days
apple,Zaid,51.8,39.43,18.1,Yes,13.18,Every 4-6 days
maize,Zaid,39.5,29.06,65.3,No,0.0,Every 4-6 days
coffee,Kharif,64.9,29.19,42.8,No,0.0,Every 4-6 days
pigeonpeas,Zaid,58.2,25.22,121.7,No,0.0,Every 4-6 days
mango,Kharif,72.0,28.04,15.4,Yes,9.77,Every 4-6 days
cotton,Kharif,36.3,26.09,66.4,No,0.0,Every 4-6 days
chickpea,Rabi,43.5,24.36,77.8,No,0.0,Every 4-6 days
mungbean,Rabi,41.4,39.3,28.1,Yes,15.06,Every 4-6 days
jute,Kharif,27.0,23.54,5.2,Yes,18.33,Every 1-3 days
apple,Kharif,55.7,28.7,67.7,No,0.0,Every 4-6 days
muskmelon,Zaid,38.7,29.22,113.6,No,0.0,Every 1-3 days
muskmelon,Kharif,32.8,22.64,23.4,Yes,16.2,Every 1-3 days
orange,Zaid,63.1,24.25,22.8,Yes,9.63,Every 4-6 days
chickpea,Zaid,50.5,27.93,63.3,No,0.0,Every 4-6 days
chickpea,Kharif,53.5,22.63,64.5,No,0.0,Every 4-6 days
mothbeans,Zaid,37.0,25.01,28.5,Yes,12.58,Every 4-6 days
chickpea,Kharif,67.9,21.82,23.7,Yes,9.86,Every 4-6 days
mungbean,Zaid,29.6,24.36,59.2,No,0.0,Every 4-6 days
orange,Rabi,55.2,18.31,61.1,No,0.0,Every 4-6 days
jute,Kharif,64.0,18.18,129.3,No,0.0,Every 4-6 days
papaya,Rabi,61.0,28.67,57.8,No,0.0,Every 4-6 days
mungbean,Zaid,40.4,30.33,56.6,No,0.0,Every 4-6 days
coconut,Kharif,69.4,26.44,17.5,Yes,8.44,Every 4-6 days
orange,Rabi,30.0,28.02,9.0,Yes,13.48,Every 4-6 days
coffee,Kharif,35.2,29.34,91.5,No,0.0,Every 4-6 days
mango,Zaid,70.8,28.05,14.3,Yes,10.3,Every 4-6 days
orange,Zaid,46.3,20.96,161.9,No,0.0,Every 7-10 days
rice,Rabi,82.6,35.6,250.0,No,0.0,Every 4-6 days
coconut,Zaid,69.2,31.61,52.9,No,0.0,Every 4-6 days
watermelon,Zaid,51.6,34.85,27.2,Yes,17.02,Every 1-3 days
kidneybeans,Rabi,56.4,34.14,23.8,Yes,14.11,Every 4-6 days
pigeonpeas,Kharif,25.2,23.57,17.6,Yes,12.02,Every 4-6 days
kidneybeans,Kharif,37.1,23.91,7.0,Yes,12.07,Every 4-6 days
coffee,Kharif,20.3,22.61,102.9,No,0.0,Every 4-6 days
mango,Kharif,39.9,19.04,110.5,No,0.0,Every 4-6 days
coffee,Kharif,39.3,30.16,36.4,Yes,11.89,Every 4-6 days
blackgram,Zaid,71.3,28.96,23.2,Yes,10.19,Every 4-6 days
blackgram,Kharif,37.7,22.08,35.3,Yes,11.84,Every 4-6 days
banana,Rabi,85.0,25.06,29.5,Yes,13.03,Every 4-6 days
apple,Kharif,40.8,28.17,44.1,No,0.0,Every 4-6 days
coconut,Kharif,35.3,27.75,17.4,Yes,13.49,Every 4-6 days
coffee,Zaid,72.0,24.01,45.7,No,0.0,Every 4-6 days
apple,Rabi,41.6,27.88,19.4,Yes,12.14,Every 4-6 days
cotton,Kharif,61.3,21.13,50.7,No,0.0,Every 4-6 days
coconut,Rabi,56.7,28.55,67.3,No,0.0,Every 4-6 days
jute,Rabi,41.9,32.63,73.0,No,0.0,Every 1-3 days
grapes,Zaid,48.1,28.01,27.8,Yes,9.69,Every 4-6 days
coconut,Rabi,48.3,40.34,96.5,No,0.0,Every 4-6 days
apple,Zaid,49.4,24.6,18.2,Yes,10.96,Every 4-6 days
mango,Zaid,53.5,23.38,25.0,Yes,11.76,Every 4-6 days
mungbean,Kharif,48.2,33.99,71.2,No,0.0,Every 4-6 days
papaya,Rabi,31.6,24.31,90.4,No,0.0,Every 4-6 days
mungbean,Rabi,31.9,27.67,15.8,Yes,12.7,Every 4-6 days
mothbeans,Rabi,42.8,22.25,99.1,No,0.0,Every 4-6 days
mungbean,Kharif,44.6,21.06,18.1,Yes,11.29,Every 4-6 days
papaya,Rabi,55.7,30.68,65.7,No,0.0,Every 4-6 days
blackgram,Rabi,20.2,29.06,79.4,No,0.0,Every 4-6 days
mungbean,Rabi,70.1,29.33,40.8,No,0.0,Every 4-6 days
coffee,Rabi,38.1,31.91,35.4,Yes,14.33,Every 4-6 days
rice,Zaid,30.3,22.49,6.0,Yes,16.11,Every 1-3 days
apple,Kharif,44.1,28.85,42.4,No,0.0,Every 4-6 days
banana,Zaid,43.6,25.75,32.1,Yes,15.38,Every 1-3 days
muskmelon,Kharif,41.4,32.19,90.0,No,0.0,Every 1-3 days
banana,Rabi,49.1,23.68,11.9,Yes,15.18,Every 1-3 days
pomegranate,Zaid,45.9,27.13,35.0,Yes,11.05,Every 4-6 days
muskmelon,Rabi,63.0,41.29,39.0,Yes,17.47,Every 1-3 days
orange,Kharif,63.6,28.12,52.3,No,0.0,Every 4-6 days
mothbeans,Zaid,36.3,25.34,59.3,No,0.0,Every 4-6 days
maize,Rabi,50.9,29.12,40.1,No,0.0,Every 4-6 days
pomegranate,Kharif,31.6,31.59,51.5,No,0.0,Every 4-6 days
mango,Rabi,33.2,39.43,45.4,No,0.0,Every 1-3 days
watermelon,Kharif,53.0,33.11,11.5,Yes,15.87,Every 1-3 days
watermelon,Kharif,65.8,19.25,89.8,No,0.0,Every 4-6 days
blackgram,Zaid,46.7,35.61,48.1,No,0.0,Every 4-6 days
papaya,Rabi,45.6,28.1,78.4,No,0.0,Every 4-6 days
mungbean,Kharif,40.3,32.04,11.2,Yes,13.21,Every 4-6 days
jute,Kharif,45.9,24.11,158.1,No,0.0,Every 4-6 days
blackgram,Rabi,23.1,32.4,49.4,No,0.0,Every 4-6 days
cotton,Zaid,47.2,32.27,41.1,No,0.0,Every 4-6 days
mothbeans,Rabi,52.9,33.62,25.7,Yes,13.47,Every 4-6 days
grapes,Kharif,41.0,22.23,60.7,No,0.0,Every 4-6 days
blackgram,Rabi,65.6,30.69,105.7,No,0.0,Every 4-6 days
papaya,Kharif,26.2,42.87,37.2,Yes,14.6,Every 1-3 days
maize,Zaid,54.6,26.25,104.7,No,0.0,Every 4-6 days
orange,Rabi,56.2,23.04,51.2,No,0.0,Every 4-6 days
lentil,Rabi,63.4,22.57,78.4,No,0.0,Every 4-6 days
mothbeans,Kharif,31.9,31.43,74.6,No,0.0,Every 4-6 days
blackgram,Zaid,55.2,27.59,55.8,No,0.0,Every 4-6 days
kidneybeans,Rabi,19.7,33.07,9.5,Yes,15.38,Every 1-3 days
chickpea,Rabi,53.3,21.44,71.8,No,0.0,Every 4-6 days
rice,Rabi,22.0,18.24,50.7,No,0.0,Every 1-3 days
kidneybeans,Kharif,50.5,19.49,60.9,No,0.0,Every 4-6 days
maize,Zaid,18.5,30.36,112.7,No,0.0,Every 4-6 days
rice,Rabi,68.3,28.15,30.2,Yes,13.89,Every 4-6 days
kidneybeans,Zaid,36.9,27.29,12.2,Yes,14.39,Every 4-6 days
cotton,Rabi,44.0,27.98,34.7,Yes,14.0,Every 4-6 days
grapes,Rabi,25.3,26.72,68.0,No,0.0,Every 4-6 days
banana,Kharif,31.2,20.9,25.8,Yes,16.13,Every 1-3 days
coffee,Kharif,38.1,29.57,57.5,No,0.0,Every 4-6 days
cotton,Zaid,51.1,30.17,43.1,No,0.0,Every 4-6 days
jute,Zaid,44.7,21.49,55.9,No,0.0,Every 4-6 days
watermelon,Rabi,19.9,30.83,36.5,Yes,19.11,Every 1-3 days
mango,Zaid,47.0,29.14,51.7,No,0.0,Every 4-6 days
maize,Kharif,18.0,26.1,24.8,Yes,14.49,Every 4-6 days
muskmelon,Kharif,43.5,29.6,51.5,No,0.0,Every 1-3 days
pigeonpeas,Rabi,41.5,32.16,74.1,No,0.0,Every 4-6 days
watermelon,Zaid,50.0,25.26,79.7,No,0.0,Every 4-6 days
kidneybeans,Rabi,54.8,24.21,27.6,Yes,10.21,Every 4-6 days
banana,Zaid,53.2,30.0,46.0,No,0.0,Every 1-3 days
mango,Kharif,57.6,21.59,6.9,Yes,9.44,Every 4-6 days
apple,Zaid,65.6,28.94,7.1,Yes,11.06,Every 4-6 days
banana,Zaid,32.6,27.67,83.8,No,0.0,Every 1-3 days
papaya,Zaid,51.4,27.23,94.7,No,0.0,Every 4-6 days
rice,Rabi,39.5,33.49,85.2,No,0.0,Every 1-3 days
grapes,Rabi,26.1,16.08,34.2,Yes,10.28,Every 4-6 days
muskmelon,Rabi,39.8,22.46,62.9,No,0.0,Every 1-3 days
maize,Rabi,42.5,31.55,83.4,No,0.0,Every 4-6 days
cotton,Kharif,26.8,25.45,19.9,Yes,12.51,Every 4-6 days
orange,Rabi,33.6,37.69,26.4,Yes,15.3,Every 1-3 days
chickpea,Zaid,27.9,31.31,95.1,No,0.0,Every 4-6 days
mothbeans,Zaid,33.2,24.21,63.3,No,0.0,Every 4-6 days
mango,Zaid,48.2,21.38,55.3,No,0.0,Every 4-6 days
lentil,Kharif,61.3,35.91,36.9,Yes,13.48,Every 4-6 days
banana,Kharif,48.0,29.94,23.9,Yes,15.19,Every 1-3 days
mungbean,Rabi,24.5,29.61,26.8,Yes,12.74,Every 4-6 days
apple,Rabi,37.3,19.36,19.1,Yes,11.62,Every 4-6 days
apple,Kharif,37.5,25.17,34.5,Yes,12.54,Every 4-6 days
pomegranate,Rabi,29.7,29.41,39.5,Yes,13.96,Every 4-6 days
pigeonpeas,Zaid,54.1,33.49,107.5,No,0.0,Every 4-6 days
grapes,Kharif,41.6,31.28,48.9,No,0.0,Every 4-6 days
pigeonpeas,Kharif,63.1,26.6,66.2,No,0.0,Every 4-6 days
grapes,Zaid,44.6,30.24,132.5,No,0.0,Every 4-6 days
watermelon,Zaid,38.6,24.5,17.1,Yes,16.63,Every 1-3 days
watermelon,Kharif,29.5,20.42,31.8,Yes,15.24,Every 1-3 days
cotton,Kharif,49.7,21.46,81.4,No,0.0,Every 4-6 days
lentil,Kharif,54.7,29.19,119.0,No,0.0,Every 4-6 days
pomegranate,Kharif,31.6,30.57,76.4,No,0.0,Every 4-6 days
muskmelon,Zaid,49.2,35.68,18.9,Yes,17.5,Every 1-3 days
banana,Rabi,16.2,33.16,31.1,Yes,20.67,Every 1-3 days
papaya,Rabi,28.7,22.41,27.6,Yes,12.74,Every 4-6 days
maize,Rabi,30.9,28.13,26.8,Yes,14.48,Every 4-6 days
mungbean,Rabi,36.8,24.75,51.9,No,0.0,Every 4-6 days
mungbean,Kharif,62.6,27.97,31.3,Yes,9.93,Every 4-6 days
mango,Rabi,41.3,32.03,23.6,Yes,12.76,Every 4-6 days
grapes,Kharif,40.9,25.28,24.7,Yes,10.14,Every 4-6 days
kidneybeans,Kharif,26.8,26.26,89.5,No,0.0,Every 4-6 days
coconut,Kharif,37.0,24.66,69.7,No,0.0,Every 4-6 days
orange,Rabi,63.0,20.11,50.0,No,0.0,Every 4-6 days
grapes,Kharif,61.3,30.51,30.1,Yes,10.21,Every 4-6 days
blackgram,Zaid,66.2,22.88,36.0,Yes,9.92,Every 4-6 days
papaya,Kharif,72.4,22.56,42.0,No,0.0,Every 4-6 days
kidneybeans,Zaid,48.5,32.7,113.4,No,0.0,Every 4-6 days
muskmelon,Kharif,15.5,38.57,94.2,No,0.0,Every 1-3 days
mothbeans,Rabi,51.6,30.75,27.6,Yes,11.55,Every 4-6 days
cotton,Zaid,65.3,30.84,79.6,No,0.0,Every 4-6 days
kidneybeans,Kharif,45.3,28.18,140.6,No,0.0,Every 4-6 days
pigeonpeas,Kharif,9.2,26.14,29.8,Yes,15.46,Every 1-3 days
apple,Rabi,41.1,23.65,78.2,No,0.0,Every 4-6 days
rice,Rabi,47.2,19.52,62.3,No,0.0,Every 4-6 days
blackgram,Rabi,47.3,24.25,8.0,Yes,11.71,Every 4-6 days
blackgram,Rabi,43.0,30.49,105.6,No,0.0,Every 4-6 days
chickpea,Rabi,5.0,32.52,48.3,No,0.0,Every 1-3 days
mothbeans,Kharif,88.5,15.42,26.1,Yes,4.89,Every 7-10 days
watermelon,Kharif,65.5,35.68,25.0,Yes,16.74,Every 1-3 days
orange,Kharif,47.2,28.31,25.0,Yes,12.81,Every 4-6 days
apple,Zaid,25.5,16.16,50.6,No,0.0,Every 4-6 days
orange,Kharif,31.2,18.56,55.1,No,0.0,Every 4-6 days
apple,Kharif,42.6,36.13,42.8,No,0.0,Every 4-6 days
chickpea,Zaid,31.4,30.31,81.5,No,0.0,Every 4-6 days
orange,Rabi,62.3,22.98,42.9,No,0.0,Every 4-6 days
mungbean,Kharif,48.3,23.22,33.7,Yes,12.94,Every 4-6 days
coconut,Rabi,45.5,36.27,57.3,No,0.0,Every 4-6 days
